caboose	0,1,5.7434954913560395e-05,0.00010364842454394693
cage	1,0,0.00011486990982712079,5.182421227197347e-05
cal	1,1,0.00011486990982712079,0.00010364842454394693
calamity	0,2,5.7434954913560395e-05,0.0001554726368159204
calculations	2,0,0.00017230486474068118,5.182421227197347e-05
cali	0,1,5.7434954913560395e-05,0.00010364842454394693
california	9,0,0.0005743495491356039,5.182421227197347e-05
call	8,3,0.0005169145942220436,0.00020729684908789387
called	0,2,5.7434954913560395e-05,0.0001554726368159204
calme	1,0,0.00011486990982712079,5.182421227197347e-05
calpine	3,0,0.00022973981965424158,5.182421227197347e-05
came	0,2,5.7434954913560395e-05,0.0001554726368159204
camp	7,0,0.00045947963930848316,5.182421227197347e-05
campus	0,1,5.7434954913560395e-05,0.00010364842454394693
can	30,49,0.0017804836023203722,0.002591210613598673
canada	4,0,0.00028717477456780195,5.182421227197347e-05
canadian	1,0,0.00011486990982712079,5.182421227197347e-05
canary	0,1,5.7434954913560395e-05,0.00010364842454394693
cancel	0,1,5.7434954913560395e-05,0.00010364842454394693
candidate	1,0,0.00011486990982712079,5.182421227197347e-05
cannot	1,2,0.00011486990982712079,0.0001554726368159204
cano	0,1,5.7434954913560395e-05,0.00010364842454394693
capabilities	1,0,0.00011486990982712079,5.182421227197347e-05
capability	2,0,0.00017230486474068118,5.182421227197347e-05
capacity	2,0,0.00017230486474068118,5.182421227197347e-05
capital	3,0,0.00022973981965424158,5.182421227197347e-05
capitalisation	0,1,5.7434954913560395e-05,0.00010364842454394693
capitalize	0,1,5.7434954913560395e-05,0.00010364842454394693
capitol	0,1,5.7434954913560395e-05,0.00010364842454394693
car	0,5,5.7434954913560395e-05,0.0003109452736318408
card	0,5,5.7434954913560395e-05,0.0003109452736318408
cards	1,4,0.00011486990982712079,0.00025912106135986734
care	2,5,0.00017230486474068118,0.0003109452736318408
careful	0,1,5.7434954913560395e-05,0.00010364842454394693
carefully	0,3,5.7434954913560395e-05,0.00020729684908789387
cares	0,1,5.7434954913560395e-05,0.00010364842454394693
cargill	2,0,0.00017230486474068118,5.182421227197347e-05
carlo	0,1,5.7434954913560395e-05,0.00010364842454394693
carlos	5,0,0.00034460972948136237,5.182421227197347e-05
carmody	0,1,5.7434954913560395e-05,0.00010364842454394693
carol	0,1,5.7434954913560395e-05,0.00010364842454394693
carolyn	0,1,5.7434954913560395e-05,0.00010364842454394693
carrera	1,0,0.00011486990982712079,5.182421227197347e-05
carried	0,1,5.7434954913560395e-05,0.00010364842454394693
carroll	6,0,0.00040204468439492273,5.182421227197347e-05
carry	0,1,5.7434954913560395e-05,0.00010364842454394693
cars	0,4,5.7434954913560395e-05,0.00025912106135986734
case	6,1,0.00040204468439492273,0.00010364842454394693
cases	0,2,5.7434954913560395e-05,0.0001554726368159204
cash	6,5,0.00040204468439492273,0.0003109452736318408
cashpo	0,2,5.7434954913560395e-05,0.0001554726368159204
cashpromotions	0,3,5.7434954913560395e-05,0.00020729684908789387
casinos	0,1,5.7434954913560395e-05,0.00010364842454394693
cat	0,2,5.7434954913560395e-05,0.0001554726368159204
catalog	0,3,5.7434954913560395e-05,0.00020729684908789387
catalyze	2,0,0.00017230486474068118,5.182421227197347e-05
catchy	0,1,5.7434954913560395e-05,0.00010364842454394693
category	0,1,5.7434954913560395e-05,0.00010364842454394693
caucasians	0,1,5.7434954913560395e-05,0.00010364842454394693
caught	0,1,5.7434954913560395e-05,0.00010364842454394693
cause	0,1,5.7434954913560395e-05,0.00010364842454394693
caused	0,1,5.7434954913560395e-05,0.00010364842454394693
causey	5,0,0.00034460972948136237,5.182421227197347e-05
cc	37,0,0.0021825282867152947,5.182421227197347e-05
ccprod	0,2,5.7434954913560395e-05,0.0001554726368159204
cd	0,1,5.7434954913560395e-05,0.00010364842454394693
ceased	0,1,5.7434954913560395e-05,0.00010364842454394693
cede	1,0,0.00011486990982712079,5.182421227197347e-05
cele	0,1,5.7434954913560395e-05,0.00010364842454394693
celebrate	1,0,0.00011486990982712079,5.182421227197347e-05
celebration	1,1,0.00011486990982712079,0.00010364842454394693
celias	1,0,0.00011486990982712079,5.182421227197347e-05
cell	1,0,0.00011486990982712079,5.182421227197347e-05
cellulite	0,1,5.7434954913560395e-05,0.00010364842454394693
cemented	0,1,5.7434954913560395e-05,0.00010364842454394693
cenochs	1,0,0.00011486990982712079,5.182421227197347e-05
cent	1,0,0.00011486990982712079,5.182421227197347e-05
center	3,8,0.00022973981965424158,0.0004664179104477612
central	2,0,0.00017230486474068118,5.182421227197347e-05
cents	2,4,0.00017230486474068118,0.00025912106135986734
century	1,0,0.00011486990982712079,5.182421227197347e-05
ceos	0,1,5.7434954913560395e-05,0.00010364842454394693
cernosek	1,0,0.00011486990982712079,5.182421227197347e-05
certain	1,0,0.00011486990982712079,5.182421227197347e-05
certainly	0,2,5.7434954913560395e-05,0.0001554726368159204
certificates	0,1,5.7434954913560395e-05,0.00010364842454394693
cgi	0,3,5.7434954913560395e-05,0.00020729684908789387
cha	0,1,5.7434954913560395e-05,0.00010364842454394693
chaeap	0,1,5.7434954913560395e-05,0.00010364842454394693
chairman	2,0,0.00017230486474068118,5.182421227197347e-05
challenge	1,0,0.00011486990982712079,5.182421227197347e-05
challenges	1,0,0.00011486990982712079,5.182421227197347e-05
challenging	1,0,0.00011486990982712079,5.182421227197347e-05
chambers	1,0,0.00011486990982712079,5.182421227197347e-05
champion	0,1,5.7434954913560395e-05,0.00010364842454394693
chance	3,3,0.00022973981965424158,0.00020729684908789387
chances	0,2,5.7434954913560395e-05,0.0001554726368159204
chancesto	0,1,5.7434954913560395e-05,0.00010364842454394693
change	7,5,0.00045947963930848316,0.0003109452736318408
changed	0,1,5.7434954913560395e-05,0.00010364842454394693
changes	4,0,0.00028717477456780195,5.182421227197347e-05
changing	0,1,5.7434954913560395e-05,0.00010364842454394693
channel	0,1,5.7434954913560395e-05,0.00010364842454394693
chapman	2,0,0.00017230486474068118,5.182421227197347e-05
char	0,1,5.7434954913560395e-05,0.00010364842454394693
charge	3,5,0.00022973981965424158,0.0003109452736318408
charges	0,1,5.7434954913560395e-05,0.00010364842454394693
charlie	1,0,0.00011486990982712079,5.182421227197347e-05
charset	0,9,5.7434954913560395e-05,0.0005182421227197347
chart	1,0,0.00011486990982712079,5.182421227197347e-05
chartroom	0,1,5.7434954913560395e-05,0.00010364842454394693
charts	2,0,0.00017230486474068118,5.182421227197347e-05
chatham	1,0,0.00011486990982712079,5.182421227197347e-05
cheaep	0,1,5.7434954913560395e-05,0.00010364842454394693
cheap	0,1,5.7434954913560395e-05,0.00010364842454394693
check	1,1,0.00011486990982712079,0.00010364842454394693
checking	1,3,0.00011486990982712079,0.00020729684908789387
checks	0,1,5.7434954913560395e-05,0.00010364842454394693
cheeap	0,1,5.7434954913560395e-05,0.00010364842454394693
cheers	0,1,5.7434954913560395e-05,0.00010364842454394693
chewing	0,2,5.7434954913560395e-05,0.0001554726368159204
chief	3,0,0.00022973981965424158,5.182421227197347e-05
child	0,3,5.7434954913560395e-05,0.00020729684908789387
children	0,2,5.7434954913560395e-05,0.0001554726368159204
chile	0,2,5.7434954913560395e-05,0.0001554726368159204
chill	1,0,0.00011486990982712079,5.182421227197347e-05
china	0,3,5.7434954913560395e-05,0.00020729684908789387
chinamen	0,1,5.7434954913560395e-05,0.00010364842454394693
chinese	0,1,5.7434954913560395e-05,0.00010364842454394693
chip	0,1,5.7434954913560395e-05,0.00010364842454394693
chirano	0,4,5.7434954913560395e-05,0.00025912106135986734
chisholm	0,1,5.7434954913560395e-05,0.00010364842454394693
choice	0,1,5.7434954913560395e-05,0.00010364842454394693
chokshi	1,0,0.00011486990982712079,5.182421227197347e-05
cholesterol	0,1,5.7434954913560395e-05,0.00010364842454394693
choose	0,4,5.7434954913560395e-05,0.00025912106135986734
chosen	1,2,0.00011486990982712079,0.0001554726368159204
chris	1,0,0.00011486990982712079,5.182421227197347e-05
christi	1,0,0.00011486990982712079,5.182421227197347e-05
christine	1,0,0.00011486990982712079,5.182421227197347e-05
christmas	20,0,0.0012061340531847682,5.182421227197347e-05
chromium	0,1,5.7434954913560395e-05,0.00010364842454394693
chuck	1,0,0.00011486990982712079,5.182421227197347e-05
chumming	0,1,5.7434954913560395e-05,0.00010364842454394693
chums	0,1,5.7434954913560395e-05,0.00010364842454394693
chunk	1,0,0.00011486990982712079,5.182421227197347e-05
cialis	0,2,5.7434954913560395e-05,0.0001554726368159204
cigars	0,1,5.7434954913560395e-05,0.00010364842454394693
cindy	5,0,0.00034460972948136237,5.182421227197347e-05
cinergy	1,0,0.00011486990982712079,5.182421227197347e-05
citizens	0,2,5.7434954913560395e-05,0.0001554726368159204
city	0,5,5.7434954913560395e-05,0.0003109452736318408
civilizirano	0,1,5.7434954913560395e-05,0.00010364842454394693
cj	0,5,5.7434954913560395e-05,0.0003109452736318408
ckgby	0,1,5.7434954913560395e-05,0.00010364842454394693
ckily	0,1,5.7434954913560395e-05,0.00010364842454394693
claiis	0,1,5.7434954913560395e-05,0.00010364842454394693
claim	0,2,5.7434954913560395e-05,0.0001554726368159204
claims	0,2,5.7434954913560395e-05,0.0001554726368159204
clare	1,0,0.00011486990982712079,5.182421227197347e-05
clarification	1,0,0.00011486990982712079,5.182421227197347e-05
clarity	1,0,0.00011486990982712079,5.182421227197347e-05
clark	1,0,0.00011486990982712079,5.182421227197347e-05
class	0,2,5.7434954913560395e-05,0.0001554726368159204
classes	1,0,0.00011486990982712079,5.182421227197347e-05
classic	0,1,5.7434954913560395e-05,0.00010364842454394693
classifieds	0,1,5.7434954913560395e-05,0.00010364842454394693
classrom	1,0,0.00011486990982712079,5.182421227197347e-05
claude	0,1,5.7434954913560395e-05,0.00010364842454394693
clear	2,7,0.00017230486474068118,0.00041459369817578774
clearing	0,1,5.7434954913560395e-05,0.00010364842454394693
clem	1,0,0.00011486990982712079,5.182421227197347e-05
clemmons	1,0,0.00011486990982712079,5.182421227197347e-05
clemons	0,1,5.7434954913560395e-05,0.00010364842454394693
click	1,31,0.00011486990982712079,0.001658374792703151
clicking	0,1,5.7434954913560395e-05,0.00010364842454394693
client	1,0,0.00011486990982712079,5.182421227197347e-05
clients	1,0,0.00011486990982712079,5.182421227197347e-05
cliffhanger	0,2,5.7434954913560395e-05,0.0001554726368159204
cliickk	0,2,5.7434954913560395e-05,0.0001554726368159204
clinches	0,1,5.7434954913560395e-05,0.00010364842454394693
clinging	0,1,5.7434954913560395e-05,0.00010364842454394693
clips	1,0,0.00011486990982712079,5.182421227197347e-05
clon	0,1,5.7434954913560395e-05,0.00010364842454394693
clonazepam	0,1,5.7434954913560395e-05,0.00010364842454394693
close	3,1,0.00022973981965424158,0.00010364842454394693
closed	1,0,0.00011486990982712079,5.182421227197347e-05
closely	4,0,0.00028717477456780195,5.182421227197347e-05
closure	0,1,5.7434954913560395e-05,0.00010364842454394693
clu	0,1,5.7434954913560395e-05,0.00010364842454394693
club	0,1,5.7434954913560395e-05,0.00010364842454394693
cmenergy	1,0,0.00011486990982712079,5.182421227197347e-05
co	3,2,0.00022973981965424158,0.0001554726368159204
coaching	1,0,0.00011486990982712079,5.182421227197347e-05
coal	0,2,5.7434954913560395e-05,0.0001554726368159204
coastenergy	1,0,0.00011486990982712079,5.182421227197347e-05
cobalt	0,1,5.7434954913560395e-05,0.00010364842454394693
cochilco	0,1,5.7434954913560395e-05,0.00010364842454394693
coding	2,0,0.00017230486474068118,5.182421227197347e-05
coe	4,0,0.00028717477456780195,5.182421227197347e-05
coffee	3,2,0.00022973981965424158,0.0001554726368159204
cohen	0,1,5.7434954913560395e-05,0.00010364842454394693
cold	0,2,5.7434954913560395e-05,0.0001554726368159204
coleman	1,0,0.00011486990982712079,5.182421227197347e-05
collaborate	2,0,0.00017230486474068118,5.182421227197347e-05
college	0,3,5.7434954913560395e-05,0.00020729684908789387
colliw	1,0,0.00011486990982712079,5.182421227197347e-05
colloquy	0,1,5.7434954913560395e-05,0.00010364842454394693
color	18,1,0.0010912641433576474,0.00010364842454394693
colored	2,0,0.00017230486474068118,5.182421227197347e-05
colors	0,1,5.7434954913560395e-05,0.00010364842454394693
colour	0,1,5.7434954913560395e-05,0.00010364842454394693
com	74,108,0.0043076216185170295,0.005648839137645108
combo	0,1,5.7434954913560395e-05,0.00010364842454394693
comclick	0,1,5.7434954913560395e-05,0.00010364842454394693
come	5,7,0.00034460972948136237,0.00041459369817578774
comes	3,2,0.00022973981965424158,0.0001554726368159204
comhttp	0,1,5.7434954913560395e-05,0.00010364842454394693
coming	3,1,0.00022973981965424158,0.00010364842454394693
commence	1,0,0.00011486990982712079,5.182421227197347e-05
commenced	1,0,0.00011486990982712079,5.182421227197347e-05
commentaries	0,1,5.7434954913560395e-05,0.00010364842454394693
commentary	0,8,5.7434954913560395e-05,0.0004664179104477612
comments	0,5,5.7434954913560395e-05,0.0003109452736318408
commercial	16,2,0.0009763942335305266,0.0001554726368159204
commission	1,1,0.00011486990982712079,0.00010364842454394693
commissions	0,2,5.7434954913560395e-05,0.0001554726368159204
commodities	0,1,5.7434954913560395e-05,0.00010364842454394693
commodity	6,1,0.00040204468439492273,0.00010364842454394693
common	1,1,0.00011486990982712079,0.00010364842454394693
communicate	2,0,0.00017230486474068118,5.182421227197347e-05
communicating	2,0,0.00017230486474068118,5.182421227197347e-05
communication	5,3,0.00034460972948136237,0.00020729684908789387
communities	3,0,0.00022973981965424158,5.182421227197347e-05
community	1,10,0.00011486990982712079,0.0005700663349917081
companies	2,3,0.00017230486474068118,0.00020729684908789387
company	7,8,0.00045947963930848316,0.0004664179104477612
compare	0,5,5.7434954913560395e-05,0.0003109452736318408
compared	0,1,5.7434954913560395e-05,0.00010364842454394693
compelling	0,1,5.7434954913560395e-05,0.00010364842454394693
compensation	2,0,0.00017230486474068118,5.182421227197347e-05
competencies	2,0,0.00017230486474068118,5.182421227197347e-05
competing	1,0,0.00011486990982712079,5.182421227197347e-05
competition	0,2,5.7434954913560395e-05,0.0001554726368159204
competitive	0,1,5.7434954913560395e-05,0.00010364842454394693
complete	0,3,5.7434954913560395e-05,0.00020729684908789387
completed	1,1,0.00011486990982712079,0.00010364842454394693
completely	0,2,5.7434954913560395e-05,0.0001554726368159204
completing	1,0,0.00011486990982712079,5.182421227197347e-05
completion	3,0,0.00022973981965424158,5.182421227197347e-05
compliance	1,0,0.00011486990982712079,5.182421227197347e-05
complicated	0,1,5.7434954913560395e-05,0.00010364842454394693
complimentary	0,1,5.7434954913560395e-05,0.00010364842454394693
compliments	0,1,5.7434954913560395e-05,0.00010364842454394693
components	0,1,5.7434954913560395e-05,0.00010364842454394693
computational	0,1,5.7434954913560395e-05,0.00010364842454394693
computer	0,6,5.7434954913560395e-05,0.00036276948590381424
comwww	0,11,5.7434954913560395e-05,0.0006218905472636816
concealed	0,2,5.7434954913560395e-05,0.0001554726368159204
concept	1,0,0.00011486990982712079,5.182421227197347e-05
concern	1,0,0.00011486990982712079,5.182421227197347e-05
concernig	2,0,0.00017230486474068118,5.182421227197347e-05
concerning	3,4,0.00022973981965424158,0.00025912106135986734
concerns	3,0,0.00022973981965424158,5.182421227197347e-05
concluding	0,2,5.7434954913560395e-05,0.0001554726368159204
condition	0,2,5.7434954913560395e-05,0.0001554726368159204
conduct	2,0,0.00017230486474068118,5.182421227197347e-05
conductor	0,1,5.7434954913560395e-05,0.00010364842454394693
conference	3,3,0.00022973981965424158,0.00020729684908789387
confidential	0,3,5.7434954913560395e-05,0.00020729684908789387
configuration	0,1,5.7434954913560395e-05,0.00010364842454394693
confirmation	1,1,0.00011486990982712079,0.00010364842454394693
confirmations	4,0,0.00028717477456780195,5.182421227197347e-05
conflict	1,0,0.00011486990982712079,5.182421227197347e-05
confuses	0,1,5.7434954913560395e-05,0.00010364842454394693
confusing	0,1,5.7434954913560395e-05,0.00010364842454394693
congrats	1,0,0.00011486990982712079,5.182421227197347e-05
congratulations	3,0,0.00022973981965424158,5.182421227197347e-05
congratulatory	0,1,5.7434954913560395e-05,0.00010364842454394693
conn	1,0,0.00011486990982712079,5.182421227197347e-05
connection	0,3,5.7434954913560395e-05,0.00020729684908789387
connective	0,1,5.7434954913560395e-05,0.00010364842454394693
connie	1,0,0.00011486990982712079,5.182421227197347e-05
conscience	0,1,5.7434954913560395e-05,0.00010364842454394693
consciously	0,1,5.7434954913560395e-05,0.00010364842454394693
consider	3,1,0.00022973981965424158,0.00010364842454394693
considered	0,1,5.7434954913560395e-05,0.00010364842454394693
consistent	1,0,0.00011486990982712079,5.182421227197347e-05
consistently	2,0,0.00017230486474068118,5.182421227197347e-05
consisting	0,1,5.7434954913560395e-05,0.00010364842454394693
consolidation	2,1,0.00017230486474068118,0.00010364842454394693
constantly	0,1,5.7434954913560395e-05,0.00010364842454394693
consternation	0,1,5.7434954913560395e-05,0.00010364842454394693
construction	1,0,0.00011486990982712079,5.182421227197347e-05
constructive	1,0,0.00011486990982712079,5.182421227197347e-05
consultation	0,1,5.7434954913560395e-05,0.00010364842454394693
consumer	3,0,0.00022973981965424158,5.182421227197347e-05
consumers	1,0,0.00011486990982712079,5.182421227197347e-05
contact	15,9,0.0009189592786169663,0.0005182421227197347
contacts	1,0,0.00011486990982712079,5.182421227197347e-05
containing	0,2,5.7434954913560395e-05,0.0001554726368159204
contains	0,3,5.7434954913560395e-05,0.00020729684908789387
contemplation	1,0,0.00011486990982712079,5.182421227197347e-05
content	1,12,0.00011486990982712079,0.000673714759535655
continents	1,0,0.00011486990982712079,5.182421227197347e-05
continue	10,4,0.0006317845040491643,0.00025912106135986734
continued	1,2,0.00011486990982712079,0.0001554726368159204
continues	2,1,0.00017230486474068118,0.00010364842454394693
continuing	1,0,0.00011486990982712079,5.182421227197347e-05
contract	6,3,0.00040204468439492273,0.00020729684908789387
contracted	2,0,0.00017230486474068118,5.182421227197347e-05
contracts	11,1,0.0006892194589627247,0.00010364842454394693
contratulations	1,0,0.00011486990982712079,5.182421227197347e-05
contribution	0,1,5.7434954913560395e-05,0.00010364842454394693
control	4,3,0.00028717477456780195,0.00020729684908789387
controlled	0,2,5.7434954913560395e-05,0.0001554726368159204
controls	4,0,0.00028717477456780195,5.182421227197347e-05
convenience	1,0,0.00011486990982712079,5.182421227197347e-05
conversations	1,0,0.00011486990982712079,5.182421227197347e-05
convince	0,1,5.7434954913560395e-05,0.00010364842454394693
convincible	0,1,5.7434954913560395e-05,0.00010364842454394693
cook	3,0,0.00022973981965424158,5.182421227197347e-05
cool	3,0,0.00022973981965424158,5.182421227197347e-05
cooler	1,0,0.00011486990982712079,5.182421227197347e-05
cooperation	3,0,0.00022973981965424158,5.182421227197347e-05
coordinate	4,0,0.00028717477456780195,5.182421227197347e-05
coordinating	1,0,0.00011486990982712079,5.182421227197347e-05
coordination	2,0,0.00017230486474068118,5.182421227197347e-05
cop	1,0,0.00011486990982712079,5.182421227197347e-05
copartnery	0,1,5.7434954913560395e-05,0.00010364842454394693
copper	0,7,5.7434954913560395e-05,0.00041459369817578774
copy	0,12,5.7434954913560395e-05,0.000673714759535655
copying	1,0,0.00011486990982712079,5.182421227197347e-05
copyright	0,3,5.7434954913560395e-05,0.00020729684908789387
coral	3,1,0.00022973981965424158,0.00010364842454394693
cordes	1,0,0.00011486990982712079,5.182421227197347e-05
corel	0,4,5.7434954913560395e-05,0.00025912106135986734
coreldraw	0,2,5.7434954913560395e-05,0.0001554726368159204
corey	0,1,5.7434954913560395e-05,0.00010364842454394693
cornet	0,1,5.7434954913560395e-05,0.00010364842454394693
corp	28,2,0.0016656136924932514,0.0001554726368159204
corporate	7,1,0.00045947963930848316,0.00010364842454394693
corporation	2,2,0.00017230486474068118,0.0001554726368159204
correction	1,1,0.00011486990982712079,0.00010364842454394693
correspondence	1,0,0.00011486990982712079,5.182421227197347e-05
cost	4,3,0.00028717477456780195,0.00020729684908789387
costed	0,1,5.7434954913560395e-05,0.00010364842454394693
costs	1,1,0.00011486990982712079,0.00010364842454394693
cotroneo	1,0,0.00011486990982712079,5.182421227197347e-05
cough	0,1,5.7434954913560395e-05,0.00010364842454394693
could	2,10,0.00017230486474068118,0.0005700663349917081
counted	0,1,5.7434954913560395e-05,0.00010364842454394693
counterparty	2,0,0.00017230486474068118,5.182421227197347e-05
countries	0,1,5.7434954913560395e-05,0.00010364842454394693
country	4,10,0.00028717477456780195,0.0005700663349917081
couple	0,2,5.7434954913560395e-05,0.0001554726368159204
course	0,8,5.7434954913560395e-05,0.0004664179104477612
courses	1,0,0.00011486990982712079,5.182421227197347e-05
court	3,0,0.00022973981965424158,5.182421227197347e-05
courtesy	0,1,5.7434954913560395e-05,0.00010364842454394693
cover	1,0,0.00011486990982712079,5.182421227197347e-05
coverage	1,2,0.00011486990982712079,0.0001554726368159204
cowry	0,1,5.7434954913560395e-05,0.00010364842454394693
cp	1,0,0.00011486990982712079,5.182421227197347e-05
cpm	0,4,5.7434954913560395e-05,0.00025912106135986734
cpuc	2,0,0.00017230486474068118,5.182421227197347e-05
craft	0,1,5.7434954913560395e-05,0.00010364842454394693
craig	1,0,0.00011486990982712079,5.182421227197347e-05
crank	1,0,0.00011486990982712079,5.182421227197347e-05
crawled	0,1,5.7434954913560395e-05,0.00010364842454394693
crazy	0,1,5.7434954913560395e-05,0.00010364842454394693
cre	0,1,5.7434954913560395e-05,0.00010364842454394693
create	4,8,0.00028717477456780195,0.0004664179104477612
created	4,1,0.00028717477456780195,0.00010364842454394693
creates	0,2,5.7434954913560395e-05,0.0001554726368159204
creating	0,2,5.7434954913560395e-05,0.0001554726368159204
creation	2,0,0.00017230486474068118,5.182421227197347e-05
creativity	1,0,0.00011486990982712079,5.182421227197347e-05
credi	0,1,5.7434954913560395e-05,0.00010364842454394693
credibility	0,1,5.7434954913560395e-05,0.00010364842454394693
credit	4,13,0.00028717477456780195,0.0007255389718076285
creditor	1,0,0.00011486990982712079,5.182421227197347e-05
creditors	2,1,0.00017230486474068118,0.00010364842454394693
credits	1,0,0.00011486990982712079,5.182421227197347e-05
crenshaw	13,0,0.0008040893687898455,5.182421227197347e-05
crespigny	0,2,5.7434954913560395e-05,0.0001554726368159204
crest	0,1,5.7434954913560395e-05,0.00010364842454394693
critical	9,0,0.0005743495491356039,5.182421227197347e-05
critically	2,0,0.00017230486474068118,5.182421227197347e-05
critique	0,1,5.7434954913560395e-05,0.00010364842454394693
crooked	0,1,5.7434954913560395e-05,0.00010364842454394693
cross	3,0,0.00022973981965424158,5.182421227197347e-05
crowd	0,2,5.7434954913560395e-05,0.0001554726368159204
crowdbut	0,1,5.7434954913560395e-05,0.00010364842454394693
crystal	0,2,5.7434954913560395e-05,0.0001554726368159204
cs	1,1,0.00011486990982712079,0.00010364842454394693
csikos	1,0,0.00011486990982712079,5.182421227197347e-05
cst	1,0,0.00011486990982712079,5.182421227197347e-05
ctise	1,0,0.00011486990982712079,5.182421227197347e-05
cultural	1,0,0.00011486990982712079,5.182421227197347e-05
cure	0,1,5.7434954913560395e-05,0.00010364842454394693
cures	0,1,5.7434954913560395e-05,0.00010364842454394693
curio	0,1,5.7434954913560395e-05,0.00010364842454394693
current	4,4,0.00028717477456780195,0.00025912106135986734
currently	11,4,0.0006892194589627247,0.00025912106135986734
curriculum	5,0,0.00034460972948136237,5.182421227197347e-05
cushion	0,1,5.7434954913560395e-05,0.00010364842454394693
custom	0,1,5.7434954913560395e-05,0.00010364842454394693
customer	1,15,0.00011486990982712079,0.0008291873963515755
customers	0,2,5.7434954913560395e-05,0.0001554726368159204
customizable	0,1,5.7434954913560395e-05,0.00010364842454394693
cyberopps	0,1,5.7434954913560395e-05,0.00010364842454394693
cynthia	1,0,0.00011486990982712079,5.182421227197347e-05
czkkrxht	0,1,5.7434954913560395e-05,0.00010364842454394693
d	18,11,0.0010912641433576474,0.0006218905472636816
daily	2,1,0.00017230486474068118,0.00010364842454394693
dale	0,1,5.7434954913560395e-05,0.00010364842454394693
damage	0,1,5.7434954913560395e-05,0.00010364842454394693
damages	0,1,5.7434954913560395e-05,0.00010364842454394693
damned	0,1,5.7434954913560395e-05,0.00010364842454394693
damorganjr	0,1,5.7434954913560395e-05,0.00010364842454394693
damorgarjr	0,1,5.7434954913560395e-05,0.00010364842454394693
dana	1,0,0.00011486990982712079,5.182421227197347e-05
dancing	0,1,5.7434954913560395e-05,0.00010364842454394693
dangerous	0,1,5.7434954913560395e-05,0.00010364842454394693
daniel	2,0,0.00017230486474068118,5.182421227197347e-05
danielle	0,2,5.7434954913560395e-05,0.0001554726368159204
daniels	0,1,5.7434954913560395e-05,0.00010364842454394693
danny	1,0,0.00011486990982712079,5.182421227197347e-05
daren	7,0,0.00045947963930848316,5.182421227197347e-05
darren	2,0,0.00017230486474068118,5.182421227197347e-05
database	1,0,0.00011486990982712079,5.182421227197347e-05
datacenter	0,1,5.7434954913560395e-05,0.00010364842454394693
date	2,0,0.00017230486474068118,5.182421227197347e-05
dates	2,1,0.00017230486474068118,0.00010364842454394693
dave	6,0,0.00040204468439492273,5.182421227197347e-05
davenport	1,0,0.00011486990982712079,5.182421227197347e-05
david	19,0,0.0011486990982712078,5.182421227197347e-05
davidyi	1,0,0.00011486990982712079,5.182421227197347e-05
davis	9,0,0.0005743495491356039,5.182421227197347e-05
dawn	0,1,5.7434954913560395e-05,0.00010364842454394693
day	9,8,0.0005743495491356039,0.0004664179104477612
days	2,5,0.00017230486474068118,0.0003109452736318408
daysor	0,1,5.7434954913560395e-05,0.00010364842454394693
daytime	0,2,5.7434954913560395e-05,0.0001554726368159204
dc	1,0,0.00011486990982712079,5.182421227197347e-05
dci	1,0,0.00011486990982712079,5.182421227197347e-05
dclemons	0,1,5.7434954913560395e-05,0.00010364842454394693
dcoit	0,1,5.7434954913560395e-05,0.00010364842454394693
de	0,2,5.7434954913560395e-05,0.0001554726368159204
dea	0,1,5.7434954913560395e-05,0.00010364842454394693
deadline	2,4,0.00017230486474068118,0.00025912106135986734
deadlines	0,1,5.7434954913560395e-05,0.00010364842454394693
deal	11,3,0.0006892194589627247,0.00020729684908789387
deals	3,0,0.00022973981965424158,5.182421227197347e-05
dean	0,1,5.7434954913560395e-05,0.00010364842454394693
dear	1,0,0.00011486990982712079,5.182421227197347e-05
death	0,3,5.7434954913560395e-05,0.00020729684908789387
debt	5,5,0.00034460972948136237,0.0003109452736318408
debts	3,0,0.00022973981965424158,5.182421227197347e-05
dec	6,0,0.00040204468439492273,5.182421227197347e-05
december	2,16,0.00017230486474068118,0.0008810116086235489
decided	0,2,5.7434954913560395e-05,0.0001554726368159204
decides	0,1,5.7434954913560395e-05,0.00010364842454394693
decision	1,0,0.00011486990982712079,5.182421227197347e-05
decreases	1,0,0.00011486990982712079,5.182421227197347e-05
deeper	0,1,5.7434954913560395e-05,0.00010364842454394693
defeat	1,0,0.00011486990982712079,5.182421227197347e-05
deficient	0,1,5.7434954913560395e-05,0.00010364842454394693
defined	0,1,5.7434954913560395e-05,0.00010364842454394693
delainey	5,0,0.00034460972948136237,5.182421227197347e-05
delayed	2,0,0.00017230486474068118,5.182421227197347e-05
delays	1,0,0.00011486990982712079,5.182421227197347e-05
delegating	1,0,0.00011486990982712079,5.182421227197347e-05
delete	7,1,0.00045947963930848316,0.00010364842454394693
deliv	2,0,0.00017230486474068118,5.182421227197347e-05
deliver	1,0,0.00011486990982712079,5.182421227197347e-05
delivered	3,2,0.00022973981965424158,0.0001554726368159204
deliveries	1,0,0.00011486990982712079,5.182421227197347e-05
delivering	1,0,0.00011486990982712079,5.182421227197347e-05
delivery	6,2,0.00040204468439492273,0.0001554726368159204
delphi	0,1,5.7434954913560395e-05,0.00010364842454394693
delusive	0,1,5.7434954913560395e-05,0.00010364842454394693
delux	0,1,5.7434954913560395e-05,0.00010364842454394693
